timestamp,jameson_isis_differential,isis_flag_status
2020-08-08 02:15:00+00:00,-0.02287,Isis - Grey
2020-08-08 02:30:00+00:00,-0.02287,Isis - Grey
2020-08-08 02:45:00+00:00,-0.02187,Isis - Grey
2020-08-08 03:00:00+00:00,-0.02287,Isis - Grey
2020-08-08 03:15:00+00:00,-0.02187,Isis - Grey
2020-08-08 03:30:00+00:00,-0.02287,Isis - Grey
2020-08-08 03:45:00+00:00,-0.02287,Isis - Grey
2020-08-08 04:00:00+00:00,-0.02287,Isis - Grey
2020-08-08 04:15:00+00:00,-0.02287,Isis - Grey
2020-08-08 04:30:00+00:00,-0.02287,Isis - Grey
2020-08-08 04:45:00+00:00,-0.02258,Isis - Grey
2020-08-08 05:00:00+00:00,-0.02074,Isis - Grey
2020-08-08 05:15:00+00:00,-0.02045,Isis - Grey
2020-08-08 05:30:00+00:00,-0.02145,Isis - Grey
2020-08-08 05:45:00+00:00,-0.02145,Isis - Grey
2020-08-08 06:00:00+00:00,-0.02358,Isis - Grey
2020-08-08 06:15:00+00:00,-0.02158,Isis - Grey
2020-08-08 06:30:00+00:00,-0.02358,Isis - Grey
2020-08-08 06:45:00+00:00,-0.02358,Isis - Grey
2020-08-08 07:00:00+00:00,-0.02258,Isis - Grey
2020-08-08 07:15:00+00:00,-0.02429,Isis - Grey
2020-08-08 07:30:00+00:00,-0.03229,Isis - Grey
2020-08-08 07:45:00+00:00,-0.023,Isis - Grey
2020-08-08 08:00:00+00:00,-0.02245,Isis - Grey
2020-08-08 08:15:00+00:00,-0.02987,Isis - Grey
2020-08-08 08:30:00+00:00,-0.02358,Isis - Grey
2020-08-08 08:45:00+00:00,-0.01616,Isis - Grey
2020-08-08 09:00:00+00:00,-0.02871,Isis - Grey
2020-08-08 09:15:00+00:00,-0.02558,Isis - Grey
2020-08-08 09:30:00+00:00,-0.03545,Isis - Grey
2020-08-08 09:45:00+00:00,0.03116,Isis - Grey
2020-08-08 10:00:00+00:00,-0.02697,Isis - Grey
2020-08-08 10:15:00+00:00,-0.03471,Isis - Grey
2020-08-08 10:30:00+00:00,-0.02584,Isis - Grey
2020-08-08 10:45:00+00:00,-0.029,Isis - Grey
2020-08-08 11:00:00+00:00,-0.02019,Isis - Grey
2020-08-08 11:15:00+00:00,0.02436,Isis - Grey
2020-08-08 11:30:00+00:00,0.00378,Isis - Grey
2020-08-08 11:45:00+00:00,-0.00696,Isis - Grey
2020-08-08 12:00:00+00:00,-0.047,Isis - Grey
2020-08-08 12:15:00+00:00,-0.02513,Isis - Grey
2020-08-08 12:30:00+00:00,-0.01713,Isis - Grey
2020-08-08 12:45:00+00:00,-0.02413,Isis - Grey
2020-08-08 13:00:00+00:00,-0.02326,Isis - Grey
2020-08-08 13:15:00+00:00,-0.01755,Isis - Grey
2020-08-08 13:30:00+00:00,-0.02642,Isis - Grey
2020-08-08 13:45:00+00:00,-0.02642,Isis - Grey
2020-08-08 14:00:00+00:00,-0.026,Isis - Grey
2020-08-08 14:15:00+00:00,-0.02087,Isis - Grey
2020-08-08 14:30:00+00:00,-0.01629,Isis - Grey
2020-08-08 14:45:00+00:00,-0.02174,Isis - Grey
2020-08-08 15:00:00+00:00,-0.03861,Isis - Grey
2020-08-08 15:15:00+00:00,-0.02974,Isis - Grey
2020-08-08 15:30:00+00:00,-0.01729,Isis - Grey
2020-08-08 15:45:00+00:00,-0.02432,Isis - Grey
2020-08-08 16:00:00+00:00,-0.02826,Isis - Grey
2020-08-08 16:15:00+00:00,-0.02729,Isis - Grey
2020-08-08 16:30:00+00:00,-0.03471,Isis - Grey
2020-08-08 16:45:00+00:00,-0.02897,Isis - Grey
2020-08-08 17:00:00+00:00,-0.01329,Isis - Grey
2020-08-08 17:15:00+00:00,-0.02532,Isis - Grey
2020-08-08 17:30:00+00:00,-0.03174,Isis - Grey
2020-08-08 17:45:00+00:00,-0.01339,Isis - Grey
2020-08-08 18:00:00+00:00,-0.02584,Isis - Grey
2020-08-08 18:15:00+00:00,-0.04006,Isis - Grey
2020-08-08 18:30:00+00:00,-0.01855,Isis - Grey
2020-08-08 18:45:00+00:00,-0.01858,Isis - Grey
2020-08-08 19:00:00+00:00,-0.02403,Isis - Grey
2020-08-08 19:15:00+00:00,-0.02768,Isis - Grey
2020-08-08 19:30:00+00:00,-0.01868,Isis - Grey
2020-08-08 19:45:00+00:00,-0.01958,Isis - Grey
2020-08-08 20:00:00+00:00,-0.02429,Isis - Grey
2020-08-08 20:15:00+00:00,-0.025,Isis - Grey
2020-08-08 20:30:00+00:00,-0.02271,Isis - Grey
2020-08-08 20:45:00+00:00,-0.02287,Isis - Grey
2020-08-08 21:00:00+00:00,-0.02558,Isis - Grey
2020-08-08 21:15:00+00:00,-0.02558,Isis - Grey
2020-08-08 21:30:00+00:00,-0.02403,Isis - Grey
2020-08-08 22:45:00+00:00,-0.02458,Isis - Grey
2020-08-08 23:00:00+00:00,-0.02216,Isis - Grey
2020-08-08 23:15:00+00:00,-0.02345,Isis - Grey
2020-08-08 23:30:00+00:00,-0.02445,Isis - Grey
2020-08-08 23:45:00+00:00,-0.02345,Isis - Grey
2020-08-09 00:00:00+00:00,-0.02358,Isis - Grey
2020-08-09 00:00:00+00:00,-0.02358,Isis - Grey
2020-08-09 00:15:00+00:00,-0.02416,Isis - Grey
2020-08-09 00:30:00+00:00,-0.02216,Isis - Grey
2020-08-09 00:45:00+00:00,-0.02358,Isis - Grey
2020-08-09 01:00:00+00:00,-0.02187,Isis - Grey
2020-08-09 01:15:00+00:00,-0.02316,Isis - Grey
2020-08-09 01:30:00+00:00,-0.02416,Isis - Grey
2020-08-09 01:45:00+00:00,-0.02216,Isis - Grey
2020-08-09 02:00:00+00:00,-0.022,Isis - Grey
2020-08-09 02:15:00+00:00,-0.02171,Isis - Grey
2020-08-09 02:30:00+00:00,-0.02416,Isis - Grey
2020-08-09 02:45:00+00:00,-0.02387,Isis - Grey
2020-08-09 03:00:00+00:00,-0.02387,Isis - Grey
2020-08-09 03:15:00+00:00,-0.02387,Isis - Grey
2020-08-09 03:30:00+00:00,-0.02345,Isis - Grey
2020-08-09 03:45:00+00:00,-0.02487,Isis - Grey
2020-08-09 04:00:00+00:00,-0.02458,Isis - Grey
2020-08-09 04:15:00+00:00,-0.01842,Isis - Grey
2020-08-09 04:30:00+00:00,-0.02416,Isis - Grey
2020-08-09 04:45:00+00:00,-0.02387,Isis - Grey
2020-08-09 05:00:00+00:00,-0.02429,Isis - Grey
2020-08-09 05:15:00+00:00,-0.02229,Isis - Grey
2020-08-09 05:30:00+00:00,-0.02458,Isis - Grey
2020-08-09 05:45:00+00:00,-0.02558,Isis - Grey
2020-08-09 06:00:00+00:00,-0.02371,Isis - Grey
2020-08-09 06:15:00+00:00,-0.024,Isis - Grey
2020-08-09 06:30:00+00:00,-0.02487,Isis - Grey
2020-08-09 06:45:00+00:00,-0.02487,Isis - Grey
2020-08-09 07:00:00+00:00,-0.02216,Isis - Grey
2020-08-09 07:15:00+00:00,-0.02216,Isis - Grey
2020-08-09 07:30:00+00:00,-0.02087,Isis - Grey
2020-08-09 07:45:00+00:00,-0.02016,Isis - Grey
2020-08-09 08:00:00+00:00,-0.02171,Isis - Grey
2020-08-09 08:15:00+00:00,-0.024,Isis - Grey
2020-08-09 08:30:00+00:00,-0.02258,Isis - Grey
2020-08-09 08:45:00+00:00,-0.02258,Isis - Grey
2020-08-09 09:00:00+00:00,-0.01648,Isis - Grey
2020-08-09 09:15:00+00:00,-0.01748,Isis - Grey
2020-08-09 09:30:00+00:00,-0.02032,Isis - Grey
2020-08-09 09:45:00+00:00,0.00239,Isis - Grey
2020-08-09 10:00:00+00:00,-0.013,Isis - Grey
2020-08-09 10:15:00+00:00,-0.02613,Isis - Grey
2020-08-09 10:30:00+00:00,-0.02613,Isis - Grey
2020-08-09 10:45:00+00:00,-0.02497,Isis - Grey
2020-08-09 11:00:00+00:00,-0.02158,Isis - Grey
2020-08-09 11:15:00+00:00,-0.02329,Isis - Grey
2020-08-09 11:30:00+00:00,-0.029,Isis - Grey
2020-08-09 11:45:00+00:00,-0.03532,Isis - Grey
2020-08-09 12:00:00+00:00,-0.02868,Isis - Grey
2020-08-09 12:15:00+00:00,-0.03484,Isis - Grey
2020-08-09 12:30:00+00:00,-0.0291,Isis - Grey
2020-08-09 12:45:00+00:00,-0.02555,Isis - Grey
2020-08-09 13:00:00+00:00,-0.03113,Isis - Grey
2020-08-09 13:15:00+00:00,-0.02013,Isis - Grey
2020-08-09 13:30:00+00:00,-0.02129,Isis - Grey
2020-08-09 13:45:00+00:00,-0.02497,Isis - Grey
2020-08-09 14:00:00+00:00,-0.02474,Isis - Grey
2020-08-09 14:15:00+00:00,-0.01716,Isis - Grey
2020-08-09 14:45:00+00:00,-0.02503,Isis - Grey
2020-08-09 15:00:00+00:00,-0.02758,Isis - Grey
2020-08-09 15:15:00+00:00,-0.02742,Isis - Grey
2020-08-09 15:30:00+00:00,-0.00255,Isis - Grey
2020-08-09 15:45:00+00:00,-0.03255,Isis - Grey
2020-08-09 16:00:00+00:00,-0.01064,Isis - Grey
2020-08-09 16:15:00+00:00,0.05107,Isis - Grey
2020-08-09 16:30:00+00:00,-0.01167,Isis - Grey
2020-08-09 16:45:00+00:00,-0.00638,Isis - Grey
2020-08-09 17:00:00+00:00,-0.01858,Isis - Grey
2020-08-09 17:15:00+00:00,-0.02087,Isis - Grey
2020-08-09 17:30:00+00:00,-0.02274,Isis - Grey
2020-08-09 17:45:00+00:00,-0.02658,Isis - Grey
2020-08-09 18:00:00+00:00,-0.032,Isis - Grey
2020-08-09 18:15:00+00:00,-0.02555,Isis - Grey
2020-08-09 18:30:00+00:00,-0.02784,Isis - Grey
2020-08-09 18:45:00+00:00,-0.02542,Isis - Grey
2020-08-09 19:00:00+00:00,-0.02329,Isis - Grey
2020-08-09 19:15:00+00:00,-0.024,Isis - Grey
2020-08-09 19:30:00+00:00,-0.02258,Isis - Grey
2020-08-09 19:45:00+00:00,-0.02271,Isis - Grey
2020-08-09 20:00:00+00:00,-0.02,Isis - Grey
2020-08-09 20:15:00+00:00,-0.022,Isis - Grey
2020-08-09 20:30:00+00:00,-0.02329,Isis - Grey
2020-08-09 20:45:00+00:00,-0.02671,Isis - Grey
2020-08-09 21:00:00+00:00,-0.01987,Isis - Grey
2020-08-09 21:15:00+00:00,-0.02145,Isis - Grey
2020-08-09 21:30:00+00:00,-0.02245,Isis - Grey
2020-08-09 22:45:00+00:00,-0.02513,Isis - Grey
2020-08-09 23:00:00+00:00,-0.02458,Isis - Grey
2020-08-09 23:15:00+00:00,-0.02571,Isis - Grey
2020-08-09 23:30:00+00:00,-0.02529,Isis - Grey
2020-08-09 23:45:00+00:00,-0.02542,Isis - Grey
2020-08-10 00:00:00+00:00,-0.02471,Isis - Grey
2020-08-10 00:00:00+00:00,-0.02471,Isis - Grey
2020-08-10 00:15:00+00:00,-0.025,Isis - Grey
2020-08-10 00:30:00+00:00,-0.02629,Isis - Grey
2020-08-10 00:45:00+00:00,-0.02642,Isis - Grey
2020-08-10 01:00:00+00:00,-0.02529,Isis - Grey
2020-08-10 01:15:00+00:00,-0.025,Isis - Grey
2020-08-10 01:30:00+00:00,-0.02471,Isis - Grey
2020-08-10 01:45:00+00:00,-0.02513,Isis - Grey
2020-08-10 02:00:00+00:00,-0.02187,Isis - Grey
2020-08-10 02:15:00+00:00,-0.02345,Isis - Grey
2020-08-10 02:30:00+00:00,-0.02345,Isis - Grey
2020-08-10 02:45:00+00:00,-0.022,Isis - Grey
2020-08-10 03:00:00+00:00,-0.02203,Isis - Grey
2020-08-10 03:15:00+00:00,-0.02187,Isis - Grey
2020-08-10 03:30:00+00:00,-0.02158,Isis - Grey
2020-08-10 03:45:00+00:00,-0.02129,Isis - Grey
2020-08-10 04:00:00+00:00,-0.02074,Isis - Grey
2020-08-10 04:15:00+00:00,-0.02016,Isis - Grey
2020-08-10 04:30:00+00:00,-0.02074,Isis - Grey
2020-08-10 04:45:00+00:00,-0.02116,Isis - Grey
2020-08-10 05:00:00+00:00,-0.02187,Isis - Grey
2020-08-10 05:15:00+00:00,-0.02116,Isis - Grey
2020-08-10 05:30:00+00:00,-0.02145,Isis - Grey
2020-08-10 05:45:00+00:00,-0.02158,Isis - Grey
2020-08-10 06:00:00+00:00,-0.022,Isis - Grey
2020-08-10 06:15:00+00:00,-0.02129,Isis - Grey
2020-08-10 06:30:00+00:00,-0.02158,Isis - Grey
2020-08-10 06:45:00+00:00,-0.023,Isis - Grey
2020-08-10 07:00:00+00:00,-0.0209,Isis - Grey
2020-08-10 07:15:00+00:00,-0.01916,Isis - Grey
2020-08-10 07:30:00+00:00,-0.02003,Isis - Grey
2020-08-10 07:45:00+00:00,-0.01832,Isis - Grey
2020-08-10 08:00:00+00:00,-0.01958,Isis - Grey
